Name      ;Data 1  ;Data 2  ;Data 3  ;;
Korkunterlage;200;0.05;10/20;
Kunststoff;1700;0.25;10000;
Linoleum;1200;0.17;800/1000;
Teppich;200;0.06;5;
Bitumendachbahn;1200;0.1700000000000001;80000;
Abdichtungsbahn;1100;0.23;100000;
Baufolie PE;1000;0.00000000000001;10000;
Unterspannbahn;0;0.00000000000002;100000;
Dampfbremse;0;0.00000000000003;100000;
Dampfsperre;0;0.00000000000004;100000;
Kunststoffvlies;2000;0.00000000000005;15/20;
